City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,oranjestad,12.524,-70.027,299.21,87,0,1.34,AW,1673155926
343,san cristobal,7.7669,-72.225,293.25,95,95,0.72,VE,1673155985
344,port augusta,-32.5,137.7667,311.53,10,85,4.8,AU,1673155986
345,ketchikan,55.3422,-131.6461,281.14,87,100,3.6,US,1673155987
346,lazaro cardenas,17.9583,-102.2,296.2,83,0,1.82,MX,1673155584
347,bandarbeyla,9.4942,50.8122,298.36,74,23,6.91,SO,1673155511
348,nouakchott,18.0858,-15.9785,292.11,30,100,5.96,MR,1673155894
349,sinnamary,5.3833,-52.95,296.81,91,97,3.64,GF,1673155924
350,fort nelson,58.8053,-122.7002,257.92,85,75,1.03,CA,1673155990
351,mount gambier,-37.8333,140.7667,302.62,28,38,5.43,AU,1673155991
352,krasnoselkup,65.7,82.4667,231.02,99,50,2.53,RU,1673155732
353,tigil,57.8,158.6667,248.95,100,93,1.06,RU,1673155992
354,uyar,55.81,94.3153,271.93,76,100,6.35,RU,1673155993
355,pacifica,37.6138,-122.4869,286.34,85,100,10.8,US,1673155993
356,moron,-34.6534,-58.6198,298.69,61,18,4.31,AR,1673155994
357,sorland,67.667,12.6934,275.07,64,99,13.02,NO,1673155995
358,bubaque,11.2833,-15.8333,299.35,53,92,7.38,GW,1673155725
359,russell,32.3502,-85.1999,285.72,100,0,0.0,US,1673155996
360,sakti,22.0333,82.9667,295.65,13,0,0.22,IN,1673155997
361,yar-sale,66.8333,70.8333,232.99,100,38,2.36,RU,1673155540
362,namtsy,62.7161,129.6658,242.37,97,100,1.86,RU,1673155998
363,doos,10.4653,124.7294,296.96,90,100,2.62,PH,1673155876
364,nauen,52.607,12.8737,279.88,82,100,3.49,DE,1673155999
365,glens falls,43.3095,-73.644,270.55,77,0,3.6,US,1673155999
366,zhigansk,66.7697,123.3711,245.99,96,100,6.06,RU,1673156000
